ID,amount,Interest_rate_spread,loan_limit,loan_purpose,property_value,income,Gender,business_or_commercial,default
150579,326500,0.3764,cf,p3,408000,3360,Sex Not Available,b/c,0
163153,246500,0.4225,cf,p1,258000,4320,Male,nob/c,0
33185,236500,0.57,cf,p1,248000,2520,Male,nob/c,0
25538,596500,0.4771,cf,no info,658000,11820,Male,nob/c,0
49104,366500,-0.0425,cf,p3,608000,7620,Non-binary,nob/c,0
136068,376500,-0.0125,cf,p3,668000,7860,Sex Not Available,nob/c,0
66256,546500,-0.021,cf,no info,998000,9720,Non-binary,nob/c,0
42172,346500,-0.1368,cf,p3,588000,5580,Non-binary,nob/c,0
149291,246500,-0.0777,cf,p3,328000,4380,Female,nob/c,0
167389,556500,-0.7498,ncf,no info,618000,,Female,nob/c,0
122559,376500,0.0453,cf,p3,468000,3600,Sex Not Available,nob/c,0
60501,186500,0.3348,cf,p1,258000,2220,Non-binary,nob/c,0
68817,126500,0.0876,cf,p3,248000,21180,Non-binary,nob/c,0
34742,186500,,cf,p3,308000,4500,Sex Not Available,nob/c,1
104731,486500,,cf,no info,1408000,4440,Female,nob/c,1
71687,256500,0.7127,cf,p2,488000,11880,Sex Not Available,nob/c,0
100035,136500,0.6884,cf,p3,218000,2340,Female,nob/c,0
95951,436500,,cf,p1,468000,7200,Male,b/c,1
47923,166500,,cf,no info,,3480,Sex Not Available,nob/c,1
38952,256500,,cf,p1,,5760,Sex Not Available,nob/c,1
30024,486500,,cf,p1,,9420,Male,nob/c,1
27890,556500,0.0227,cf,p1,628000,5880,Male,nob/c,0
83439,166500,0.1057,cf,p1,178000,1920,Male,nob/c,0
171408,186500,0.5597,cf,p3,258000,7320,Female,nob/c,0
152035,306500,0.1651,cf,p1,408000,6120,Non-binary,nob/c,0
66432,146500,0.7829,cf,p3,198000,3960,Non-binary,nob/c,0
71567,226500,-0.1324,cf,p3,588000,5400,Male,nob/c,0
149183,236500,0.0348,cf,p1,248000,4800,Male,nob/c,0
149629,136500,-0.2434,cf,no info,138000,,Sex Not Available,nob/c,0
124122,356500,0.6269,cf,no info,408000,,Male,b/c,0
41709,556500,0.2487,cf,no info,648000,7920,Sex Not Available,nob/c,0
142180,116500,1.4972,cf,no info,128000,3420,Female,nob/c,0
158943,616500,0.4245,cf,no info,1128000,7860,Non-binary,nob/c,0
158990,436500,,cf,no info,,8280,Sex Not Available,nob/c,1
80950,256500,-0.0211,cf,no info,368000,7020,Male,nob/c,0
43672,336500,0.0869,cf,p3,488000,2820,Non-binary,nob/c,0
44720,226500,0.8304,cf,p3,478000,4380,Male,nob/c,0
162065,266500,-0.0535,cf,p3,418000,2220,Male,nob/c,0
135018,376500,,cf,p3,908000,5760,Male,nob/c,1
111793,586500,0.4526,ncf,p3,628000,8820,Non-binary,nob/c,0
131374,106500,,cf,p3,,7260,Female,nob/c,1
148454,626500,-0.0518,cf,no info,898000,11760,Sex Not Available,nob/c,0
52346,196500,,cf,p3,278000,4140,Sex Not Available,nob/c,1
101724,256500,,cf,no info,,8280,Sex Not Available,nob/c,1
44692,346500,-0.2893,cf,no info,558000,8820,Female,nob/c,0
83443,606500,0.1961,cf,p3,728000,5760,Male,b/c,0
33163,536500,0.8153,cf,no info,648000,12300,Non-binary,nob/c,0
155743,226500,0.399,cf,p1,288000,8520,Sex Not Available,nob/c,0
117298,296500,0.0808,cf,no info,558000,5760,Sex Not Available,nob/c,0
37316,536500,-0.6196,ncf,no info,628000,,Non-binary,nob/c,0
145044,146500,1.034,cf,p3,188000,4980,Non-binary,nob/c,0
47028,326500,0.4734,cf,p3,1558000,3180,Male,nob/c,0
96495,476500,0.3342,cf,no info,518000,,Non-binary,b/c,0
171567,156500,0.4228,cf,no info,518000,3960,Female,nob/c,0
108406,246500,0.2597,cf,no info,328000,2940,Sex Not Available,nob/c,0
81356,396500,0.3458,cf,no info,528000,7200,Male,nob/c,0
26008,296500,0.5116,cf,p1,328000,9840,Non-binary,nob/c,0
32581,566500,-0.4984,cf,no info,628000,,Male,nob/c,0
70346,346500,0.3555,cf,no info,448000,3960,Male,nob/c,0
91936,316500,,,p1,328000,4560,Sex Not Available,nob/c,1
97546,316500,0.8575,cf,no info,368000,,Non-binary,b/c,0
38454,166500,,cf,no info,238000,2700,Male,nob/c,1
87522,166500,0.7288,cf,p3,218000,5880,Male,nob/c,0
75746,636500,0.1408,cf,p3,848000,9900,Male,nob/c,0
145679,176500,0.4624,cf,p1,238000,2880,Non-binary,nob/c,0
61753,206500,0.736,cf,p3,268000,2400,Sex Not Available,nob/c,0
137216,316500,,cf,no info,398000,4560,Male,nob/c,1
116965,336500,,cf,no info,,3660,Sex Not Available,nob/c,1
25517,486500,0.6552,cf,p3,688000,6600,Male,nob/c,0
42353,246500,,cf,p1,,4800,Male,nob/c,1
168824,246500,0.1128,cf,p1,338000,10260,Male,nob/c,0
31418,296500,-0.7056,cf,no info,438000,,Non-binary,nob/c,0
170023,206500,0.4512,cf,p3,288000,2760,Sex Not Available,nob/c,0
65984,326500,0.3889,cf,no info,368000,6720,Female,nob/c,0
141573,206500,-0.7552,cf,no info,258000,,Male,nob/c,0
143533,146500,,cf,p3,198000,2760,Sex Not Available,nob/c,1
143287,466500,0.3315,cf,no info,648000,8400,Female,nob/c,0
37295,526500,1.0722,cf,p3,848000,15660,Non-binary,nob/c,0
53402,296500,0.1417,cf,p3,428000,5520,Female,nob/c,0
102121,76500,,cf,p1,138000,2640,Female,nob/c,1
115252,376500,0.0349,cf,no info,1598000,6360,Female,nob/c,0
146413,166500,0.8582,cf,no info,228000,3060,Female,nob/c,0
81494,266500,-0.028,,p1,328000,4320,Female,nob/c,0
129877,316500,-0.1096,cf,no info,558000,5100,Sex Not Available,nob/c,0
166208,306500,0.2416,cf,p3,568000,7440,Male,nob/c,0
57127,276500,0.2265,cf,p3,558000,5400,Female,nob/c,0
53288,516500,,ncf,no info,,10320,Male,nob/c,1
63326,736500,,ncf,p3,,8100,Non-binary,b/c,1
38996,486500,0.3206,cf,p3,1008000,9000,Male,nob/c,0
110372,126500,1.4158,cf,p3,318000,7680,Female,nob/c,0
78552,266500,0.6594,cf,p3,368000,6120,Sex Not Available,nob/c,0
56397,406500,0.324,cf,no info,938000,12540,Male,nob/c,0
122715,76500,,cf,p2,358000,1500,Female,nob/c,1
30801,116500,,cf,p1,128000,2280,Sex Not Available,nob/c,1
113086,196500,,cf,p3,308000,6000,Sex Not Available,nob/c,1
109300,116500,1.5135,cf,p1,118000,4140,Female,b/c,0
172069,486500,,cf,p3,998000,7980,Female,nob/c,1
81013,306500,,cf,p3,,10500,Male,nob/c,1
131974,706500,,cf,p1,828000,6480,Non-binary,nob/c,1
52966,456500,-0.1882,cf,p1,1208000,88680,Non-binary,nob/c,0
141999,146500,0.9954,cf,p2,188000,5400,Female,b/c,0
135794,256500,0.2824,cf,p1,268000,2640,Female,nob/c,0
135112,266500,0.27,cf,p3,468000,4140,Female,nob/c,0
134648,486500,0.0429,cf,no info,658000,9780,Female,nob/c,0
40599,646500,,cf,p3,,18780,Male,nob/c,1
164973,426500,0.6438,cf,p1,448000,8460,Non-binary,nob/c,0
147651,346500,-0.306,cf,no info,468000,4500,Female,nob/c,0
54648,96500,0.497,cf,p1,108000,1860,Sex Not Available,nob/c,0
160658,486500,0.0234,cf,no info,2508000,9420,Male,nob/c,0
28460,156500,,cf,p3,,2940,Female,nob/c,1
103196,346500,-0.1158,cf,p1,438000,10080,Female,nob/c,0
82661,266500,-0.2458,cf,p1,668000,4140,Non-binary,nob/c,0
144220,286500,-0.8993,cf,no info,448000,,Male,nob/c,0
72167,526500,0.7476,cf,p1,558000,6960,Non-binary,nob/c,0
100840,96500,,cf,p3,118000,1380,Female,b/c,1
93874,126500,,cf,p3,158000,3900,Male,b/c,1
106794,246500,,cf,p3,688000,2100,Sex Not Available,nob/c,1
107867,186500,0.5982,ncf,p3,238000,8580,Non-binary,nob/c,0
161389,306500,1.0004,cf,no info,318000,,Non-binary,b/c,0
161885,186500,,cf,p3,558000,1620,Female,nob/c,1
115086,446500,0.4782,cf,no info,598000,9840,Sex Not Available,nob/c,0
118286,826500,0.0273,ncf,p1,1368000,37800,Non-binary,nob/c,0
53480,206500,-0.0381,cf,no info,308000,5880,Sex Not Available,nob/c,0
79799,236500,0.9416,cf,p3,378000,6420,Male,nob/c,0
121236,486500,0.6874,cf,p1,728000,12180,Non-binary,nob/c,0
48975,196500,0.3305,cf,p3,268000,7140,Female,nob/c,0
105970,156500,0.4033,cf,p3,328000,2160,Sex Not Available,nob/c,0
143390,166500,1.2771,cf,p3,218000,1800,Female,b/c,0
53496,256500,0.7111,,p3,298000,3540,Male,b/c,0
167751,76500,1.2924,cf,no info,118000,3060,Female,nob/c,0
41878,316500,-0.1593,cf,no info,428000,3780,Male,nob/c,0
61685,466500,-0.331,cf,no info,828000,7680,Non-binary,nob/c,0
154459,426500,0.2275,cf,p3,868000,4920,Female,nob/c,0
135981,406500,-0.2385,cf,no info,998000,7620,Non-binary,nob/c,0
53815,266500,,cf,p3,308000,4440,Female,nob/c,1
78480,276500,,cf,p1,,9600,Non-binary,nob/c,1
103985,436500,-0.1111,cf,p1,578000,9000,Sex Not Available,nob/c,0
163375,186500,,ncf,no info,258000,2640,Female,nob/c,1
119194,436500,0.7817,cf,p3,588000,7800,Non-binary,nob/c,0
162014,246500,,cf,p3,,6600,Female,b/c,1
51810,146500,0.9612,cf,p1,188000,4440,Female,nob/c,0
133842,106500,,cf,p2,228000,3240,Sex Not Available,nob/c,1
120704,136500,1.0584,cf,p3,168000,1920,Female,b/c,0
78253,476500,0.26,cf,no info,538000,17580,Non-binary,nob/c,0
50820,306500,,cf,p3,278000,5700,Male,nob/c,1
64570,106500,0.8483,cf,p3,348000,2460,Sex Not Available,nob/c,0
105528,406500,0.6449,cf,p3,648000,13620,Sex Not Available,b/c,0
101377,896500,-0.2986,ncf,p1,1118000,16920,Non-binary,nob/c,0
96924,206500,0.3161,cf,p3,418000,9120,Sex Not Available,nob/c,0
141588,1606500,,ncf,p3,,21660,Non-binary,nob/c,1
46922,206500,,cf,no info,,0,Female,nob/c,1
28882,366500,0.4437,cf,p3,478000,7260,Sex Not Available,nob/c,0
29196,236500,,cf,no info,,2700,Male,nob/c,1
149417,336500,,cf,p1,,4860,Male,nob/c,1
124114,146500,,cf,no info,,3060,Sex Not Available,nob/c,1
115610,366500,,cf,p3,388000,9720,Sex Not Available,nob/c,1
40179,406500,0.2951,cf,no info,448000,4080,Female,b/c,0
142003,686500,0.1506,cf,no info,2658000,6840,Male,nob/c,0
68683,386500,,cf,no info,,3360,Male,nob/c,1
60592,376500,0.9057,cf,p3,438000,10140,Female,b/c,0
133860,326500,0.2623,cf,p1,628000,7800,Non-binary,nob/c,0
139004,276500,0.0958,cf,p3,278000,7500,Non-binary,nob/c,0
158212,176500,,cf,p1,178000,4440,Sex Not Available,b/c,1
155038,366500,,cf,p3,658000,6600,Female,nob/c,1
91131,206500,0.3736,cf,p3,408000,5340,Male,nob/c,0
173045,246500,,cf,no info,298000,9960,Non-binary,nob/c,1
70501,686500,1.3181,cf,p3,868000,16200,Sex Not Available,nob/c,0
106758,366500,,cf,p3,428000,6420,Male,b/c,1
112722,96500,0.4147,cf,p2,168000,3120,Male,nob/c,0
160498,286500,0.1659,ncf,p1,368000,4200,Male,nob/c,0
173555,436500,0.2571,cf,p3,608000,7860,Sex Not Available,nob/c,0
170314,296500,0.3528,cf,p3,398000,8340,Non-binary,nob/c,0
118369,256500,1.372,,p3,1308000,28800,Non-binary,nob/c,0
107233,676500,-0.2895,cf,no info,1208000,9420,Non-binary,nob/c,0
152388,356500,0.1119,cf,p3,688000,4680,Non-binary,nob/c,0
147115,286500,,cf,no info,,2160,Non-binary,nob/c,1
42898,176500,0.4655,cf,p3,228000,2160,Sex Not Available,nob/c,0
171380,196500,0.4824,cf,p1,248000,2640,Female,nob/c,0
116878,546500,0.137,cf,p1,748000,9900,Male,nob/c,0
166010,106500,1.2239,cf,p3,258000,2220,Sex Not Available,nob/c,0
37918,666500,0.0722,cf,p1,708000,15720,Non-binary,nob/c,0
60155,906500,-0.2012,ncf,no info,2708000,54120,Sex Not Available,nob/c,0
61521,166500,0.7315,cf,p1,178000,1980,Female,b/c,0
138402,296500,-0.3113,cf,no info,318000,,Male,nob/c,0
115332,306500,-0.0316,cf,no info,728000,9540,Male,nob/c,0
90423,236500,0.5505,cf,no info,298000,4860,Sex Not Available,nob/c,0
64585,466500,0.113,cf,no info,588000,7200,Male,nob/c,0
146885,386500,0.2997,cf,no info,488000,7800,Female,nob/c,0
73021,576500,-0.0073,cf,no info,938000,10860,Non-binary,nob/c,0
36565,486500,,cf,p1,,8940,Non-binary,nob/c,1
83902,416500,-0.2362,cf,no info,488000,14280,Sex Not Available,nob/c,0
141982,626500,,cf,p3,,7500,Sex Not Available,nob/c,1
142021,466500,0.272,cf,p3,678000,10020,Male,nob/c,0
73248,646500,0.2101,cf,p3,1128000,6780,Male,nob/c,0
140071,486500,,cf,no info,,8400,Non-binary,nob/c,1
88678,226500,0.5877,cf,p1,238000,2700,Male,nob/c,0
63742,276500,0.7371,cf,no info,488000,4500,Sex Not Available,nob/c,0
120054,546500,,cf,no info,598000,8400,Male,nob/c,1
87553,306500,0.1187,cf,no info,418000,6600,Non-binary,nob/c,0
74676,156500,0.4269,cf,p3,228000,6120,Non-binary,nob/c,0
169217,356500,-0.0511,cf,no info,398000,5340,Non-binary,nob/c,0
57018,176500,0.6663,cf,no info,368000,2340,Sex Not Available,nob/c,0
121952,426500,,cf,p1,528000,0,Female,nob/c,1
168423,356500,0.2511,ncf,no info,448000,4080,Female,nob/c,0
102678,356500,,cf,p3,458000,2160,Male,nob/c,1
58614,206500,,cf,p1,,0,Sex Not Available,nob/c,1
56766,216500,1.0361,cf,no info,258000,3240,Non-binary,nob/c,0
110114,466500,-0.3062,cf,no info,628000,8460,Male,nob/c,0
108469,716500,0.2066,cf,no info,998000,13080,Non-binary,nob/c,0
137956,246500,,ncf,p1,,2820,Male,nob/c,1
36818,486500,0.3951,cf,p1,1108000,31200,Non-binary,nob/c,0
65208,96500,0.7323,cf,p3,158000,1140,Female,nob/c,0
164766,256500,-0.0496,cf,p2,818000,7440,Sex Not Available,nob/c,0
29277,156500,,cf,p3,198000,300,Sex Not Available,b/c,1
59588,256500,0.0684,cf,p1,278000,8880,Female,nob/c,0
80498,266500,-0.0452,cf,no info,458000,2460,Female,nob/c,0
92133,136500,0.8563,cf,p3,428000,2640,Female,nob/c,0
97041,276500,0.6843,cf,no info,458000,7020,Sex Not Available,nob/c,0
25567,126500,0.6558,cf,no info,138000,3240,Female,b/c,0
113456,196500,0.7764,cf,p3,218000,5880,Male,nob/c,0
130244,396500,,cf,p3,678000,10440,Female,nob/c,1
25158,206500,,ncf,p3,188000,2580,Female,nob/c,1
90566,486500,,cf,p3,,5340,Female,nob/c,1
146285,436500,-0.0418,cf,no info,498000,7500,Female,nob/c,0
67910,236500,,cf,p1,238000,2040,Male,b/c,1
127109,256500,,cf,p3,308000,4860,Male,b/c,1
156790,216500,,cf,no info,448000,2820,Male,nob/c,1
161670,326500,0.9292,ncf,p3,458000,5220,Male,nob/c,0
169471,586500,0.1947,cf,p3,668000,9060,Sex Not Available,nob/c,0
35318,406500,-0.229,cf,no info,508000,4740,Male,nob/c,0
78974,396500,0.9986,,p1,428000,14100,Non-binary,nob/c,0
129865,116500,1.0734,cf,p3,228000,1500,Non-binary,nob/c,0
170684,616500,-0.353,cf,p1,648000,6840,Non-binary,nob/c,0
166747,426500,-0.0329,cf,p1,538000,5580,Male,nob/c,0
118105,666500,-0.413,cf,no info,678000,,Male,nob/c,0
26804,316500,0.3404,cf,p3,428000,8460,Non-binary,nob/c,0
164267,106500,,cf,no info,218000,5700,Sex Not Available,nob/c,1
106336,346500,0.5751,cf,p3,428000,4800,Female,nob/c,0
140040,146500,1.2695,cf,p1,428000,5880,Female,nob/c,0
41392,306500,-0.1853,cf,p1,338000,3360,Non-binary,nob/c,0
45524,366500,,cf,p1,408000,6600,Male,b/c,1
94148,286500,,cf,p1,,6600,Non-binary,nob/c,1
168279,456500,,cf,p3,798000,7620,Female,nob/c,1
135048,546500,,cf,p3,,5340,Male,nob/c,1
114759,486500,0.0423,cf,p3,708000,6600,Non-binary,nob/c,0
89933,276500,,cf,no info,728000,3360,Non-binary,nob/c,1
126682,246500,0.0962,cf,p3,438000,6540,Non-binary,nob/c,0
116721,126500,0.2737,cf,no info,238000,4800,Non-binary,nob/c,0
91524,166500,,cf,p1,208000,4020,Sex Not Available,nob/c,1
69173,486500,-0.1259,cf,no info,808000,6540,Female,nob/c,0
35337,356500,,cf,p3,448000,4980,Female,nob/c,1
25304,126500,1.1501,,p3,148000,2940,Female,b/c,0
123380,206500,0.4362,cf,no info,348000,2520,Non-binary,nob/c,0
137649,206500,0.6137,cf,p1,308000,2580,Female,nob/c,0
165691,406500,,cf,no info,,0,Non-binary,b/c,1
72892,116500,0.4701,cf,p1,128000,3060,Sex Not Available,nob/c,0
72863,226500,0.5599,cf,no info,508000,9900,Non-binary,nob/c,0
115819,156500,0.8873,cf,p1,168000,1920,Female,nob/c,0
88510,656500,-0.0254,cf,no info,778000,8880,Male,nob/c,0
104726,356500,0.2493,cf,p3,448000,11580,Non-binary,nob/c,0
160955,106500,-0.2278,cf,no info,1378000,2340,Sex Not Available,nob/c,0
141548,396500,0.1635,cf,no info,458000,8700,Non-binary,nob/c,0
149573,306500,-0.3036,cf,no info,518000,10260,Sex Not Available,nob/c,0
156961,246500,,cf,no info,428000,4920,Male,b/c,1
111844,206500,0.6618,cf,no info,348000,3060,Female,nob/c,0
124333,286500,,ncf,p3,288000,3840,Sex Not Available,nob/c,1
122429,526500,0.322,cf,p1,718000,7560,Non-binary,nob/c,0
83974,86500,1.4111,cf,p3,118000,2460,Sex Not Available,nob/c,0
167890,326500,0.4205,cf,no info,468000,8340,Non-binary,nob/c,0
51500,106500,0.6333,cf,p1,188000,1680,Male,nob/c,0
125071,246500,,cf,p3,558000,3480,Female,nob/c,1
38477,316500,0.532,cf,no info,388000,3780,Male,nob/c,0
55457,376500,-0.1823,cf,p3,568000,4320,Sex Not Available,nob/c,0
144548,106500,0.9801,cf,p3,158000,3300,Sex Not Available,b/c,0
130335,446500,0.3803,cf,p1,548000,8940,Female,nob/c,0
79456,196500,,cf,p3,288000,2580,Male,b/c,1
163791,386500,-0.1112,cf,no info,458000,10020,Non-binary,nob/c,0
100696,606500,1.1323,cf,p1,628000,12000,Non-binary,b/c,0
138097,216500,0.6324,cf,p3,338000,3720,Sex Not Available,nob/c,0
147783,666500,1.9392,cf,p1,678000,19920,Male,b/c,0
58831,406500,0.526,cf,no info,488000,7860,Female,nob/c,0
57060,456500,-0.2525,ncf,p3,688000,6360,Non-binary,nob/c,0
160253,246500,0.7002,cf,p1,268000,3480,Female,nob/c,0
168853,446500,,cf,no info,,6960,Sex Not Available,nob/c,1
83428,176500,0.9456,cf,p1,188000,3780,Male,nob/c,0
148880,306500,0.6332,cf,p1,328000,7860,Non-binary,nob/c,0
28475,176500,0.4971,cf,p3,228000,2640,Male,nob/c,0
106908,256500,0.8444,cf,no info,268000,,Non-binary,b/c,0
95332,216500,0.2985,cf,p3,338000,2340,Non-binary,nob/c,0
49096,236500,0.7,cf,p1,248000,4080,Female,nob/c,0
128119,266500,,cf,p3,,3120,Sex Not Available,nob/c,1
118562,126500,,cf,p3,208000,420,Sex Not Available,nob/c,1
130775,486500,-0.0434,cf,p1,948000,15720,Female,nob/c,0
38702,356500,,cf,no info,478000,4560,Non-binary,nob/c,1
137519,666500,-0.0268,cf,no info,998000,15000,Male,nob/c,0
111465,376500,-0.0544,cf,no info,638000,5040,Sex Not Available,nob/c,0
148897,286500,0.0811,cf,p3,488000,5940,Female,nob/c,0
134866,186500,0.1488,cf,no info,378000,3720,Sex Not Available,nob/c,0
70218,226500,1.3947,cf,p1,238000,5520,Non-binary,b/c,0
126355,126500,1.5004,cf,p2,188000,3900,Non-binary,b/c,0
168216,216500,1.085,cf,,288000,9660,Sex Not Available,nob/c,0
142012,646500,1.481,cf,p3,2608000,7380,Female,nob/c,0
70448,376500,0.6106,cf,no info,428000,4980,Female,nob/c,0
171451,486500,0.037,cf,no info,688000,13740,Non-binary,nob/c,0
107458,226500,0.6393,cf,no info,418000,8040,Sex Not Available,nob/c,0
57493,86500,,cf,no info,78000,5460,Female,b/c,1
164301,556500,0.6565,cf,no info,748000,7980,Non-binary,nob/c,0
30018,176500,0.5467,cf,p3,228000,6120,Non-binary,b/c,0
92762,226500,0.5857,cf,p3,558000,2940,Female,nob/c,0
81274,226500,0.738,ncf,p3,268000,4500,Male,nob/c,0
132107,156500,,cf,p3,178000,2520,Male,b/c,1
96831,186500,0.1496,cf,no info,188000,,Male,nob/c,0
83058,496500,0.2368,cf,no info,1938000,9780,Non-binary,nob/c,0
60135,266500,,cf,p1,338000,15240,Sex Not Available,nob/c,1
67124,356500,0.2663,cf,no info,508000,8280,Non-binary,nob/c,0
91213,126500,-0.406,cf,no info,168000,,Male,nob/c,0
88444,86500,,cf,p3,88000,3000,Male,b/c,1
132600,446500,-0.0078,cf,no info,518000,6360,Female,nob/c,0
66259,286500,0.4231,cf,no info,318000,5460,Male,nob/c,0
72650,226500,0.6627,cf,p1,308000,24000,Non-binary,nob/c,0
103099,536500,-0.1081,cf,no info,1508000,11820,Male,nob/c,0
118119,426500,-0.0079,cf,no info,628000,13320,Male,nob/c,0
123187,226500,0.9122,cf,p3,268000,3060,Female,b/c,0
82146,146500,-0.2084,cf,p3,188000,1980,Sex Not Available,nob/c,0
153331,726500,,cf,p3,1458000,20880,Non-binary,nob/c,1
61871,316500,0.303,cf,p3,318000,5820,Male,nob/c,0
71263,136500,1.3674,cf,p3,228000,11760,Sex Not Available,nob/c,0
37553,416500,,cf,no info,,6360,Non-binary,nob/c,1
65237,436500,0.1326,cf,p3,608000,7380,Female,nob/c,0
109516,336500,0.2718,cf,p3,588000,4080,Female,nob/c,0
120826,126500,,cf,p3,,4440,Non-binary,nob/c,1
60259,126500,0.619,cf,p1,138000,4920,Non-binary,nob/c,0
138370,556500,-0.0069,cf,no info,1408000,7920,Male,nob/c,0
135532,406500,0.2429,cf,p3,538000,9000,Male,nob/c,0
68544,556500,-0.0197,cf,no info,758000,5700,Male,nob/c,0
171535,76500,1.3545,cf,no info,128000,1980,Male,nob/c,0
43579,116500,0.2729,cf,p3,328000,2700,Female,nob/c,0
79020,186500,1.1074,cf,p1,198000,2460,Non-binary,nob/c,0
127176,626500,-0.6885,cf,no info,878000,,Sex Not Available,nob/c,0
57105,206500,1.2247,,no info,228000,3420,Female,nob/c,0
99524,76500,1.3256,cf,p3,138000,6120,Sex Not Available,nob/c,0
140732,276500,0.0681,cf,p1,348000,5220,Non-binary,nob/c,0
48436,166500,0.3846,cf,no info,298000,2400,Sex Not Available,nob/c,0
90377,126500,,cf,p2,308000,2700,Male,nob/c,1
44052,276500,0.7767,cf,p3,348000,7380,Male,b/c,0
167970,116500,1.3813,cf,p1,168000,8040,Male,nob/c,0
68565,246500,1.3825,cf,no info,268000,,Sex Not Available,b/c,0
26771,446500,0.5421,cf,p1,478000,7740,Male,nob/c,0
56957,176500,,cf,p3,,4140,Male,nob/c,1
129481,136500,0.2377,cf,p1,188000,4380,Female,nob/c,0
171224,186500,0.6415,cf,no info,238000,3120,Female,nob/c,0
145189,366500,-0.0009,cf,no info,428000,4440,Female,nob/c,0
65771,646500,,cf,no info,,14160,Non-binary,nob/c,1
152104,266500,0.6087,cf,no info,338000,,Male,b/c,0
129144,156500,1.4816,ncf,p3,218000,2880,Sex Not Available,nob/c,0
112627,136500,,cf,no info,,0,Male,b/c,1
95920,636500,0.2881,cf,p1,908000,8100,Non-binary,nob/c,0
72486,696500,0.8383,cf,p3,1018000,8100,Male,nob/c,0
95360,266500,0.5542,cf,no info,378000,3840,Male,nob/c,0
38755,316500,0.6428,cf,p3,448000,5880,Male,nob/c,0
31768,326500,,cf,p3,388000,5100,Sex Not Available,b/c,1
162219,356500,0.092,cf,no info,398000,9240,Non-binary,nob/c,0
53818,226500,,cf,no info,,4980,Female,nob/c,1
115820,306500,0.063,cf,p3,528000,6780,Non-binary,nob/c,0
88025,316500,-0.1489,cf,p3,508000,3180,Male,nob/c,0
77893,146500,,cf,p1,188000,2940,Female,nob/c,1
136698,296500,0.2727,cf,no info,398000,18060,Male,nob/c,0
80007,606500,0.8995,cf,p3,768000,7320,Non-binary,nob/c,0
159694,356500,-0.073,cf,no info,608000,3420,Non-binary,nob/c,0
166998,216500,0.8198,cf,p3,228000,7860,Sex Not Available,nob/c,0
147216,726500,0.5168,cf,p1,878000,14400,Male,nob/c,0
38538,286500,0.4917,cf,no info,368000,3960,Female,nob/c,0
127046,76500,1.4773,cf,p1,78000,2100,Sex Not Available,nob/c,0
82479,256500,1.092,cf,p3,1228000,16380,Male,nob/c,0
49757,66500,1.7071,cf,p1,68000,3660,Male,b/c,0
38144,726500,-0.4164,cf,no info,1468000,24960,Non-binary,nob/c,0
134497,196500,0.1527,cf,p3,408000,6540,Sex Not Available,nob/c,0
107773,416500,0.1668,cf,no info,498000,,Female,b/c,0
85990,216500,0.7288,cf,p3,348000,6240,Male,nob/c,0
122354,336500,,cf,no info,348000,5940,Female,nob/c,1
58423,236500,0.7606,ncf,p1,298000,8460,Non-binary,nob/c,0
94788,176500,-0.011,cf,no info,378000,2340,Sex Not Available,nob/c,0
104234,346500,0.2119,cf,p3,468000,3780,Male,nob/c,0
59222,276500,0.6275,cf,p3,1148000,5040,Non-binary,nob/c,0
142477,266500,0.541,cf,p3,328000,3600,Non-binary,nob/c,0
59003,526500,0.0425,cf,no info,618000,6720,Female,nob/c,0
71175,726500,,ncf,p3,1288000,9000,Sex Not Available,nob/c,1
103212,486500,0.6744,cf,p1,538000,10500,Sex Not Available,nob/c,0
96192,386500,,,p3,,13320,Female,nob/c,1
39912,236500,0.8285,cf,p3,298000,3300,Female,nob/c,0
145971,626500,0.0122,cf,no info,648000,,Non-binary,nob/c,0
134572,256500,1.3844,cf,p3,348000,8040,Sex Not Available,nob/c,0
45552,236500,0.4398,ncf,p1,248000,5400,Male,nob/c,0
124380,296500,0.5814,cf,p1,318000,7140,Male,nob/c,0
108082,236500,0.6656,cf,p1,238000,5220,Male,nob/c,0
136372,296500,,cf,no info,,8700,Sex Not Available,b/c,1
72267,96500,,cf,p1,88000,2400,Female,nob/c,1
91723,396500,,cf,p2,,5880,Female,nob/c,1
41333,146500,,cf,p3,208000,2640,Sex Not Available,b/c,1
173146,266500,0.0655,cf,no info,388000,4920,Non-binary,nob/c,0
172929,586500,0.3434,ncf,no info,568000,,Sex Not Available,nob/c,0
118264,286500,0.9532,cf,p3,368000,6000,Male,nob/c,0
49156,276500,0.2543,cf,no info,328000,,Sex Not Available,b/c,0
138859,206500,1.4792,ncf,p1,208000,2700,Male,b/c,0
124878,206500,0.5531,cf,p3,268000,3960,Sex Not Available,nob/c,0
152754,186500,0.1071,cf,no info,328000,3240,Female,nob/c,0
79253,366500,,cf,p3,428000,6120,Non-binary,b/c,1
40973,216500,-0.1132,cf,no info,238000,,Male,nob/c,0
35897,726500,-0.312,ncf,p1,898000,29760,Non-binary,nob/c,0
92607,326500,-0.0801,cf,no info,998000,14400,Male,nob/c,0
123052,146500,1.5355,cf,p1,148000,4140,Sex Not Available,b/c,0
44564,56500,1.7153,cf,p1,98000,1320,Female,b/c,0
91404,446500,0.4172,cf,no info,478000,6240,Non-binary,nob/c,0
26871,316500,-0.0875,cf,no info,908000,7200,Non-binary,nob/c,0
166649,256500,1.3966,cf,p1,308000,7920,Male,nob/c,0
